date,title,content,no
2022.02.21 00:00:05,아니 악재가 너무 메가톤급임 전쟁 금리인상 시발 ㅋㅋㅋ둘 중에 하나만 터져도 씹악재인데한꺼번에 두 개 악재가 터짐 ,,1941916
2022.02.21 00:00:41,또 떨어져 또떨어져 진짜 징그럽다 징그러워 또 떨어져 또떨어져 진짜 징그럽다 징그러워 ,,1941918
2022.02.21 00:01:05,푸틴 : 군인들월급 도지로 지급하겠다 도지 떡상,,1941919
2022.02.21 00:01:27,근데 왜 벌써 롱에 들어감? 아직 연중 최저점도 안갔는데 악재는 여전하고 ,,1941920
2022.02.21 00:01:55,인증) 작년 10월부터 폭락 외친 피카츄 10월에 다팔고 아파트삼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1941922
2022.02.21 00:02:03,3월금리인상 하면 나락 갈듯 3월금리인상할때 까진 위험함 ,,1941923
2022.02.21 00:02:13,쮠반이뉘 가즈아 ,,1941925
2022.02.21 00:02:21,나만 계좌 -15% 넘냐? -17% ㅅㅂ ㅠ,,1941926
2022.02.21 00:02:21,내일 코스닥 -5프로가자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걍 다같이 죽어야지씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,,1941927
2022.02.21 00:02:38,38k지지 ㅈ되네 ㅆㅂ 아오 ,,1941928
2022.02.21 00:02:39,지금45k에서 7만불이 떨어졌는데 100불올랐다고 좋아하는 목돌아간 흑두루미 롱충이들업제?,,1941930
2022.02.21 00:03:00,이거 뭔데 인젝티브프로토콜 ,,1941931
2022.02.21 00:03:08,연말 불장인척 폭락 맞춤ㅋㅋㅋㅋㅋ 병신들ㅋㅋㅋㅋㅋㅋㅋㅋㅋ니돈 맛있다고졸 유튜브 새키들 개미태울때싸해서다팜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1941932
2022.02.21 00:03:28,마지막 단기 롱자리 막차 출발한다,,1941933
2022.02.21 00:03:41,숏이어도 고배숏 한번 씨게 털고 내릴거같은데 개나소나 다 숏보고 있는데 이렇게 편안하게 쭉쭉 내린다고? ㅋㅋㅋㅋㅋㅋ,,1941935
2022.02.21 00:03:51,38k와서 롱만치면 돈복사인데왜안해? ㅋㅋ ,,1941936
2022.02.21 00:03:56,석우 내일 업비트 김치코인 정리 좀 하라고 수급이 씹스캠으로 몰리노ㅈ썸도 눈치보면서 유의 상폐 꾸준히 하는데 ,,1941937
2022.02.21 00:04:00,코인 재밌음@_@! 응 해도해도 질리지 않고 재밌음 이 시발롬이 사람을 좀 힘들게 하는거 뺴곤 재밌음@_@! 진짜 앵간히 털어먹자,,1941938
2022.02.21 00:04:10,위믹스산거망했다 이거 언제탈출해 ,,1941939
2022.02.21 00:04:12,과연 37.9가 찐바닥이었을까?? 제발 그만 떨어져줘 ㅅㅂ 힘들다..,,1941940
2022.02.21 00:04:25,38K 좀 죽어 좀 놔주자,,1941941
2022.02.21 00:04:38,어떤 애미뒤진코인인지 말은 안하겠는데 비트 올라도 내리고 비트 내려도 내리고이딴 씨발같은코인 탄 내가 병신인거냐? ㅋㅋㅋ,,1941942
2022.02.21 00:05:01,와 ㅅㅂ 스트라이크 단타딴걸로 한우5만원짜리에 밥먹었는데 ,,1941943
2022.02.21 00:05:23,진짜 머장 개미털기였누 구라다 진짜 1년전2년전3년전 그전에도 이렇게 털고 결국 올림그지같은거에 속지마라 몇개월뒤 올라있다지금 망한다 바닥없다ㅋㅋㄱㅋ 그런 개소리다 자작이야 망할거고 세력들 나갔으면 이렇게 시간 왜 끌어 ㅋㅋㅋ  그냥 충고 하나할게 ㅅㅂ거 다 조작이야 서민들 개미털기 개꿀잼 하면서 니들 돈 다털릴때 이새끼들  해외서 돈존나쓰고다니며 편하게 다시 니네 하인 사람취급안하면서   팁이다하면서 돈뿌리며 살겠지 그냥 계좌 묻어두고알람만 맞춰두어도 한달 일년뒤  니 계좌에 투자 원금에 얼마나 올라있겠나 상상만되지 그게 현실이 될테니까여기 밑에 개소리 적는 븅신들은 평생 따까리로 살아라 형간다,,1941944
2022.02.21 00:05:27,인증 ) 니들은 피카츄말만 들었어도 계좌 지킴 찾아보니 존나 많노불나방처럼 달려드니계좌가 박살나지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1941945
2022.02.21 00:05:36,머가 찐바닥이라구 하는거야. 욕심 그득그득해서 더 뺼껄?? 롱은 단타로 접근하는거지!@_@,,1941946
2022.02.21 00:05:40,대------------찐-------------반 가쥬아,,1941947
2022.02.21 00:05:40,38k 안뚫리는 이유 가 뭐냐? 왜 안뚫림,,1941948
2022.02.21 00:05:46,(코린이) 5년이상 버틸자심 없으면  파세요…지금 만약다시 반등와도 매수가 도착하기 힘들어요거의 다 왔다하면 또 떨어지거든요.. 물론 마음 아픈건 아는데가끔은 냉정하게 생각해보세요 투자 목적으로 내 자본 30% 정도면 뭐 그냥 쭉 편하게 기다려보면 되는데 전재산 때린사람들은 하루하루 피말릴탠데 반등와도 또 금방 후회할걸요.. 당장 내일 좀 올라서 아 안팔걸 하지말고 처음 시작 마인드로 다시 해보세요숏이든 롱이든 모두 부자 되시길..,,1941949
2022.02.21 00:06:13,스탑로스 걸어두고 앱 삭제해도 작동함? 서버에서 저장하겠지?,,1941950
2022.02.21 00:06:34,우크라이나 휴전 제안 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ떡상,,1941952
2022.02.21 00:06:45,45k에서 지금 7k가빠졌다 ㅋㅋ 200불올랐다고 좋아하는 목돌아간 흑두루미업제?ㅋㅋㅋㅋㅋㅋ,,1941953
2022.02.21 00:06:55,형들 닭 돼지 소 고기 중에서 뭐가 맛있어? ,,1941954
2022.02.21 00:07:00,선물거래는 백날 해봤자... ,,1941955
2022.02.21 00:07:01,나 저점잡는다고 공들였는데  좀 지켜볼까? 올라가다 저항맞고 떨어질 각이긴 한데. 그래도 숏충이 한번은 죽이지 않을까??? @_@?,,1941956
2022.02.21 00:07:06,전쟁났는데 왜안떨굼? 말이안되는데 ,,1941957
2022.02.21 00:07:07,형들 지금 큰일남 코인이고 나발이고  바이든 7ㅐ ^^!발 ㅅ ㅐ ㄲ ㅣ 죽이러 가야하는거 아니겠노?,,1941958
2022.02.21 00:07:12,인증) 내가 작년 10월에 다 팔아버린 이유 고졸 유튜버들이90k 보고 있길래아 폭락이구나 ^^싸해서 다팜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,1941959
2022.02.21 00:07:23,찐반등대호황한강뷰 현금관망충 피눈물오열 이새끼 왜안오냐 자러갔노새나라의 어린이네,,1941960
2022.02.21 00:07:36,이거 뭐냐고 양봉 전환되는거 지켜봐야되노ㅜ ,,1941961
2022.02.21 00:07:47,로씨아 미사일발사ㅋㅋㅋ 뺏다,,1941962
2022.02.21 00:07:50,전쟁 절대 안난다 걱정마라 전쟁은 쉽게 나는게 아니다. 이미 월가도 검토 끝났다. 다만 전쟁이슈를 이용해 먹는 애들(바이든 부류)이 있으니 그게 불확실한 변수. 이제 엑시트를 어떻게 할지 그게 관망이긴 한데 흠. 당장 엑시트 안하고 좀 더 갈거라고 보니까 떨어지는거임. ,,1941963
2022.02.21 00:07:55,바이든 마크롱 좌파새끼들 휴전에 최선을 다한다 아직도 숏잡냐 ㅋㅋㅋㅋ ,,1941964
2022.02.21 00:08:07,찐반등대호황한강뷰 ㅋㅋ 현금관망충들 피눈물오열ㅋㅋㅋㅋㅋ ,,1941965
2022.02.21 00:08:27,과거부터 현재까지 코인판 위기 역사 ,,1941966
2022.02.21 00:08:27,하락장이 재밌는 이유 불나방들은돈 못벌어 ^^,,1941967
2022.02.21 00:08:37,38k찍고반등나오는데 숏충이들 또내려갈줄알죠 ㅋㅋㅋ 븅신 ㅋㅋ ,,1941968
2022.02.21 00:08:40,금리인상하면 나락갈거같긴한데 매도타이밍 잘잡아야겠다,,1941969
2022.02.21 00:08:44,삼촌이랑 조카랑 15살 차이나면 어떤거임 - dc official App,,1941970
2022.02.21 00:09:09,ㅡㅡㅡㅡ빅쇼트 ㅡㅡ ㅌㅌ,,1941971
2022.02.21 00:09:22,응 팔어~ 떨어지면 다시 잡아야징 @_@...,,1941972
2022.02.21 00:09:34,올해 부처빔때 15k볼듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진심 느낌 진하게 옴 ,,1941973
